index,AK,AL,USA,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2019-07-01,311127.75,129312.33333333333,244112.0,104209.2,226659.27272727274,455133.48484848486,389265.9411764706,274425.2,429414.0,242180.0,224323.5172413793,137750.67567567568,603926.0,146468.57142857142,280669.6923076923,113275.92592592593,132739.08333333334,128150.42105263157,129025.55,143925.35294117648,395776.14285714284,225376.83333333334,203738.75,148308.0303030303,195405.6,135122.4,122624.76470588235,292707.28571428574,170696.15384615384,223490.375,160964.41666666666,232931.33333333334,247058.25,177460.625,310829.8888888889,157628.84615384616,129288.24444444444,102491.0,295049.35,149453.61764705883,314271.0,165058.66666666666,199245.6,148695.88461538462,147843.6,358267.0,192342.0,238608.0,307577.1,170475.0,101291.81818181818,292194.8888888889
2019-08-01,313397.25,129672.42857142857,244670.0,104483.75,227786.72727272726,454634.1515151515,390271.76470588235,274118.6,430277.0,243077.0,224746.24137931035,138312.45945945947,605080.5,146937.7619047619,282295.6153846154,113444.44444444444,133350.5,128560.68421052632,129668.7,144072.70588235295,395747.4285714286,225806.0,204491.5,148803.66666666666,196165.75,135511.12,122860.4705882353,294046.4285714286,171335.38461538462,224163.75,161700.16666666666,233448.0,246829.0,178204.5625,310931.3333333333,157875.96153846153,129845.08888888889,102724.52380952382,296198.3,150049.29411764705,314480.0,165531.93333333332,199847.6,149298.73076923078,148434.5076923077,359487.1,193121.16666666666,239510.75,308849.85,171345.375,101615.54545454546,294166.6666666667
2019-09-01,317452.25,130035.14285714286,245303.0,104783.15,228666.0909090909,455142.0606060606,391259.4705882353,274277.4,431566.0,243760.0,225136.72413793104,138823.48648648648,606013.5,147290.57142857142,284219.92307692306,113579.96296296296,133916.22222222222,128901.0,130366.45,144078.82352941178,395989.85714285716,225972.83333333334,205585.5,149415.72727272726,197140.05,135950.36,123086.11764705883,294893.28571428574,171972.10256410256,224875.875,162419.25,234141.0,247032.25,178879.6875,311142.55555555556,158205.76923076922,130444.06666666667,102968.38095238095,297071.2,150602.70588235295,314940.0,166006.8,200353.1,150018.23076923078,149106.6,361086.8,193945.08333333334,240331.25,310268.5,172139.33333333334,101972.81818181818,296016.0
2019-10-01,319145.5,130452.95238095238,246015.0,105165.2,229345.63636363635,456209.3333333333,392217.5882352941,274610.2,433543.0,244324.0,225624.41379310345,139311.24324324325,607839.75,147669.66666666666,285527.6153846154,113674.29629629629,134474.77777777778,129263.31578947368,131016.8,144342.5294117647,396790.0,226109.33333333334,206865.0,149999.24242424243,197976.9,136412.24,123277.17647058824,295786.85714285716,172554.35897435897,225548.5,163103.16666666666,234838.83333333334,247615.25,179818.4375,311634.1111111111,158527.84615384616,130977.82222222222,103358.09523809524,298353.45,151073.4705882353,315442.0,166372.13333333333,200836.7,150779.03846153847,149211.83076923076,362118.9,194629.16666666666,240433.0,311760.5,172953.16666666666,102351.81818181818,297225.6666666667
2019-11-01,319729.75,131022.42857142857,246750.0,105302.1,229983.18181818182,456890.63636363635,392547.29411764705,274849.4,435330.0,244595.5,226318.3103448276,139282.9189189189,607824.0,147938.38095238095,286648.6923076923,113679.33333333333,134948.19444444444,129519.78947368421,131300.65,144563.41176470587,397217.71428571426,226212.0,208439.25,150628.24242424243,198450.65,136740.88,123681.82352941176,296710.4285714286,173019.97435897434,225698.125,163098.5,235692.0,248106.0,180639.75,312242.77777777775,158870.38461538462,131250.53333333333,104343.38095238095,299160.4,151368.70588235295,317124.0,166676.4,201226.0,151501.23076923078,149122.63076923077,363391.8,194474.91666666666,240340.5,313271.15,173541.70833333334,102289.72727272728,298098.1111111111
2019-12-01,318353.25,131619.47619047618,247576.0,105402.35,231140.27272727274,457861.6060606061,393329.70588235295,275032.4,436748.0,245103.0,227062.37931034484,139181.24324324325,608479.0,148322.09523809524,287562.0,113729.70370370371,135393.11111111112,129840.1052631579,131518.75,145219.35294117648,398059.28571428574,226416.0,209682.25,151219.24242424243,198574.5,136994.52,124147.70588235294,298098.5714285714,173437.94871794872,226010.25,163003.41666666666,236512.66666666666,249193.25,181499.625,312881.55555555556,159355.8076923077,131301.88888888888,105347.28571428571,300632.8,151593.26470588235,318299.0,167022.8,201668.7,152275.07692307694,148554.9393939394,364355.9,194216.33333333334,240149.75,314862.15,174264.16666666666,102218.81818181818,298997.1111111111
2020-01-01,318933.25,132223.0,248559.0,105477.15,232572.63636363635,459372.75757575757,394084.76470588235,275370.0,437752.0,245905.5,228042.1379310345,139060.8918918919,607796.0,148562.47619047618,289193.8461538461,113822.29629629629,135837.47222222222,130052.52631578948,131624.7,145706.58823529413,399420.5714285714,226598.5,211151.25,151667.45454545456,198860.7,137235.96,124582.17647058824,300054.71428571426,173842.0,226211.0,162841.75,237630.66666666666,249472.0,181928.6875,313965.22222222225,159960.6923076923,131436.51111111112,106328.23809523809,302088.4,151852.9705882353,319174.0,167410.93333333332,202074.0,153050.38461538462,148878.69696969696,365996.3,194040.91666666666,240506.25,316697.6,174931.54166666666,102144.63636363637,300154.44444444444
2020-02-01,318294.75,132796.14285714287,249702.0,105868.35,234251.45454545456,461529.9090909091,395248.64705882355,275538.2,438865.0,247218.5,228888.75862068965,139567.86486486485,608928.25,148716.47619047618,291397.46153846156,114106.48148148147,136266.27777777778,130181.36842105263,131883.3,146383.4705882353,401467.28571428574,227072.5,212513.75,151986.69696969696,198971.55,137720.0,124694.05882352941,301840.5714285714,174483.15384615384,226897.5,163324.91666666666,239019.66666666666,250581.75,182431.6875,315216.77777777775,160566.03846153847,131774.02222222224,106537.42857142857,303849.8,152225.9411764706,320369.0,167950.06666666668,202940.7,154107.76923076922,148988.92424242425,367792.6,194545.58333333334,240218.75,318714.35,175594.5,102148.63636363637,301162.0
2020-03-01,317422.25,133377.2380952381,250986.0,106256.95,235777.63636363635,463960.0909090909,395761.82352941175,275936.2,440190.0,248338.0,230023.06896551725,140139.7837837838,611380.0,148787.09523809524,293462.53846153844,114410.29629629629,136690.0,126476.8,131976.8,146770.70588235295,403499.0,227533.83333333334,214363.5,152366.45454545456,199455.35,137958.04,124805.4705882353,303619.85714285716,175183.87179487178,227150.5,163869.75,240925.16666666666,251474.0,182914.0,316587.55555555556,161012.73076923078,132240.0,106745.90476190476,305416.65,152754.0,322068.0,168502.4,203737.2,155234.92307692306,149131.37878787878,369976.8,195089.08333333334,240187.75,320958.8,176193.45833333334,102000.45454545454,301887.0
2020-04-01,316122.5,133968.66666666666,252205.0,106661.3,237429.9090909091,465682.69696969696,397110.1176470588,276500.2,442104.0,249296.5,230947.89655172414,140720.0810810811,615977.75,148812.2857142857,295676.92307692306,114660.96296296296,137166.77777777778,126723.7,132178.4,147061.23529411765,404910.28571428574,227493.33333333334,215724.75,152962.0606060606,199804.55,138232.4,124736.11764705883,305196.0,175922.20512820513,227546.0,164372.0,242385.0,253469.5,183409.375,317434.8888888889,161396.65384615384,132581.35555555555,106845.66666666667,306796.05,153248.41176470587,323889.0,169098.53333333333,204667.0,156429.42307692306,149206.0,372010.9,195691.33333333334,240549.0,322955.65,176681.45833333334,101881.90909090909,302295.1111111111
2020-05-01,316000.5,134699.38095238095,253052.0,106841.25,238669.9090909091,465673.8181818182,398211.64705882355,276980.4,443174.0,249864.0,232045.27586206896,141126.51351351352,621170.5,148939.09523809524,297417.46153846156,114618.29629629629,137662.33333333334,127008.45,131995.45,146696.0588235294,405646.71428571426,227369.33333333334,217163.5,153443.57575757575,200771.45,138216.96,124955.88235294117,306723.28571428574,176861.0,227352.0,164668.25,242813.0,255191.5,183830.9375,317892.77777777775,161630.42307692306,133025.86363636365,107001.19047619047,307848.75,153720.88235294117,325368.0,169871.2,204641.2,156343.76,149446.75757575757,373463.6,196488.33333333334,242262.5,324700.55,177184.0,102064.63636363637,302415.1111111111
2020-06-01,315827.5,135276.2857142857,253757.0,106998.9,239799.27272727274,464835.5,399623.5882352941,278281.2,444777.0,250891.0,232411.57142857142,141511.27027027027,623707.5,149156.38095238095,299163.46153846156,114510.11111111111,138086.36111111112,127283.1,132109.7,146445.11764705883,405823.71428571426,227416.66666666666,217918.25,153683.15151515152,201567.8,138466.0,125100.58823529411,307595.14285714284,177130.1794871795,227090.25,165002.41666666666,242945.5,257953.75,184529.8125,317931.22222222225,162025.61538461538,133775.35555555555,106696.52380952382,308499.1,154237.73529411765,326190.0,170562.33333333334,204760.6,158217.03846153847,149699.71212121213,374473.3,197295.5,243946.75,326083.2,177736.83333333334,102082.81818181818,302434.22222222225
2020-07-01,316063.25,135895.2857142857,254855.0,107152.85,241361.63636363635,467128.7878787879,400265.5882352941,280599.2,447420.0,252167.0,234026.8620689655,141962.62162162163,624169.25,149555.38095238095,300964.53846153844,114500.70370370371,138493.33333333334,127556.45,132206.55,146410.70588235295,407255.14285714284,228363.0,219219.75,154091.0909090909,202518.6,138792.6,125492.76470588235,308913.14285714284,178102.28205128206,226534.75,165452.08333333334,243527.0,260436.75,185100.875,318789.1111111111,162663.73076923078,134484.24444444446,106477.90476190476,309453.85,154925.88235294117,327820.0,171342.86666666667,204903.4,158972.57692307694,150018.86363636365,376404.9,198165.25,245419.0,328042.5,178636.58333333334,102132.54545454546,302738.44444444444
2020-08-01,317562.25,136584.19047619047,256769.0,107510.45,243696.54545454544,472415.51515151514,401813.8823529412,284345.8,451488.0,254000.0,235423.93103448275,142408.5945945946,623507.75,149745.38095238095,303191.0,114705.81481481482,138969.63888888888,128112.5,132935.6,146807.0,410525.5714285714,229918.16666666666,221515.25,154951.9393939394,203338.75,139489.2,125474.76470588235,311027.0,179254.41025641025,225919.625,165897.58333333334,245849.5,263104.25,185983.625,320329.77777777775,163500.57692307694,135077.82222222222,106433.80952380953,311297.35,155688.14705882352,331007.0,171977.66666666666,205534.4,159798.42307692306,150467.9393939394,379439.8,198977.91666666666,245957.25,331341.65,179884.95833333334,102086.54545454546,303511.3333333333
2020-09-01,319021.25,137675.57142857142,259275.0,107947.9,247124.27272727274,479319.1818181818,404379.70588235295,289109.0,456170.0,256236.0,237268.41379310345,142965.64864864864,624167.25,149815.57142857142,306025.76923076925,115108.51851851853,139813.33333333334,128518.25,133717.65,147291.0,414915.28571428574,232135.5,224898.25,156350.9696969697,204356.3,140356.24,125590.29411764706,313443.4285714286,180581.02564102566,225353.875,166408.08333333334,248599.33333333334,265590.25,187090.25,322704.0,164697.23076923078,135730.6,106946.09523809524,314097.9,156619.5294117647,335907.0,173085.26666666666,206237.0,160927.84615384616,151258.39393939395,383057.6,200038.91666666666,246686.75,335572.25,181262.125,102507.27272727272,304251.3333333333
2020-10-01,321297.0,138807.47619047618,262091.0,108486.25,250998.63636363635,486028.9696969697,408200.5294117647,294215.4,460795.0,258963.0,239346.1724137931,143719.83783783784,626518.5,149904.09523809524,309275.0,115607.11111111111,140834.08333333334,129000.5,134757.6,147678.23529411765,419959.5714285714,234831.33333333334,228988.75,157885.54545454544,205431.65,141266.96,125725.76470588235,317318.85714285716,181937.4358974359,225418.5,167079.41666666666,252207.5,269618.5,188791.375,325506.3333333333,166136.03846153847,136563.77777777778,107631.80952380953,317447.8,157712.5294117647,341078.0,174264.73333333334,207185.7,161990.03846153847,152101.19696969696,387349.2,201276.25,248185.0,340651.85,182667.375,102940.90909090909,305275.3333333333
2020-11-01,323270.0,140109.57142857142,265113.0,109357.5,255634.81818181818,492190.57575757575,412378.82352941175,299433.8,465646.0,261816.0,241776.3103448276,145038.83783783784,629984.0,150503.66666666666,314254.07692307694,116440.37037037036,142392.41666666666,129953.0,136140.85,148124.41176470587,426046.4285714286,237665.33333333334,232721.75,159813.57575757575,207174.6,142463.8,126165.82352941176,320756.5714285714,183663.64102564103,226510.5,168483.08333333334,256089.33333333334,274447.75,191255.5625,329200.55555555556,168029.8076923077,138144.0888888889,108634.04761904762,321348.05,159430.64705882352,345919.0,175806.86666666667,208574.9,163754.6923076923,153330.4090909091,392594.6,203007.66666666666,251469.25,345659.9,184667.33333333334,104058.63636363637,307137.44444444444
2020-12-01,326229.5,141300.80952380953,268154.0,110019.0,260420.72727272726,497898.54545454547,416596.4705882353,303819.2,470269.0,264425.0,244106.2068965517,146426.51351351352,633557.0,151172.19047619047,319527.6923076923,117259.88888888889,143918.77777777778,131082.15,137380.65,148499.9411764706,432258.28571428574,240639.66666666666,236425.0,161565.33333333334,209083.1,143865.96,126915.76470588235,327034.85714285716,185697.8205128205,228022.0,169789.33333333334,260098.33333333334,279332.5,193541.25,333407.55555555556,169940.07692307694,139726.3777777778,109522.0,325568.75,161224.58823529413,351168.0,177184.46666666667,209916.2,165561.96153846153,154390.63636363635,398806.2,204747.75,254812.75,350912.55,186863.33333333334,104992.0,309075.1111111111
2021-01-01,328512.25,143236.15,271383.0,111211.9,282787.55555555556,497691.32352941175,466273.14285714284,308138.0,474770.0,266925.5,259327.03846153847,148504.67567567568,638620.5,153637.5,310981.9090909091,118417.66666666667,157442.7894736842,126008.0,138987.95,149145.70588235295,438974.4285714286,243734.5,240095.0,163745.87878787878,211729.75,149509.09523809524,126730.61111111111,361592.5,204820.2142857143,229381.0,170733.54545454544,290492.2,282940.25,204814.35714285713,362382.28571428574,172018.11538461538,142132.6222222222,110692.71428571429,340913.0,163307.73529411765,356683.0,182834.35714285713,217032.66666666666,179870.81818181818,165928.84444444443,471471.0,207333.25,259323.5,367156.8888888889,189584.66666666666,106144.54545454546,312487.8888888889
2021-02-01,329662.25,144864.19047619047,274736.0,112342.6,271239.8181818182,503039.5,427847.82352941175,313151.6,479578.0,269506.0,249663.1724137931,150399.24324324325,644572.25,153850.47619047618,335161.8461538461,119550.77777777778,148650.47222222222,134759.6,140439.7,150102.23529411765,445362.85714285716,247026.83333333334,243767.75,165990.69696969696,214286.45,144937.58333333334,128454.88888888889,340167.5714285714,191686.97435897434,230583.25,175038.41666666666,269392.6666666667,286349.25,199319.125,344707.22222222225,174220.96153846153,144169.4,111593.57142857143,338020.85,164601.33333333334,361640.0,180991.06666666668,216972.2,170980.42307692306,158707.04545454544,415445.2,209926.16666666666,262815.5,362489.0,192048.20833333334,107057.0,316041.77777777775
2021-03-01,330591.25,146885.95238095237,278389.0,114060.55,276934.36363636365,509564.1176470588,435298.82352941175,318425.8,485371.0,273457.0,252923.6551724138,152563.83783783784,651912.75,155366.33333333334,344477.3846153846,120762.62962962964,151042.19444444444,136812.0,142160.1,151138.0588235294,452378.71428571426,251825.0,248048.5,168501.24242424243,217260.65,150828.48,129971.05555555556,347432.71428571426,194902.4871794872,231782.375,177999.91666666666,274017.1666666667,290060.5,202243.0,350019.0,176350.73076923078,146541.2888888889,112600.09523809524,344745.85,167088.14705882352,366714.0,183148.66666666666,221230.1,173558.61538461538,161278.5606060606,424760.0,212918.91666666666,266591.75,368822.6,194528.20833333334,108102.90909090909,320501.55555555556
2021-04-01,331468.25,148439.80952380953,282245.0,115442.3,282353.0,517515.1176470588,443569.64705882355,323424.6,492165.0,278075.5,256551.5172413793,154371.48648648648,658881.0,156518.47619047618,352215.8461538461,121812.29629629629,152682.19444444444,138269.15,143562.45,152047.29411764705,459055.5714285714,256477.5,253140.5,170720.57575757575,219192.8,152567.32,130911.66666666667,355410.28571428574,197611.2564102564,232823.625,179839.41666666666,278330.0,295047.75,204520.625,355021.6666666667,178513.07692307694,148313.75555555554,113292.80952380953,350556.2,169100.64705882352,371758.0,185314.26666666666,223858.3,175720.61538461538,163186.68181818182,433759.4,215451.16666666666,269898.0,376059.35,196713.75,109013.36363636363,324063.1111111111
2021-05-01,332561.0,150155.85714285713,286948.0,117018.05,288819.2727272727,523187.8181818182,454310.4705882353,328905.2,499337.0,283576.0,261244.0,156468.7027027027,668600.5,157567.14285714287,360010.76923076925,122975.74074074074,154490.0,139639.6,145196.1,152817.29411764705,466598.0,261064.83333333334,260378.5,173167.81818181818,221799.7,154322.08,131733.22222222222,364799.71428571426,200762.1794871795,234007.875,181887.58333333334,282983.3333333333,302037.0,206652.5625,362169.44444444444,180067.2,150027.53333333333,114217.04761904762,357305.45,171346.67647058822,377634.0,187836.33333333334,226207.3,178455.38461538462,165353.75757575757,444187.8,217938.91666666666,274528.25,383341.15,199069.83333333334,109733.36363636363,327302.1111111111
2021-06-01,333605.5,152015.61904761905,292471.0,118445.25,296850.2727272727,541970.2058823529,467024.70588235295,335061.0,506077.0,288891.5,266747.7586206897,158740.32432432432,680221.5,158844.33333333334,367311.6923076923,124337.85185185185,156424.47222222222,141100.9,146925.15,153744.88235294117,475374.71428571426,264161.8333333333,268439.25,175978.51515151514,224400.45,156009.0,132626.44444444444,374598.0,204308.53846153847,235336.125,183786.66666666666,288752.6666666667,309450.5,209072.8125,371544.6666666667,184020.88461538462,151711.48888888888,115325.23809523809,365065.6,173627.5588235294,384563.0,190883.26666666666,228841.2,181663.26923076922,167587.37878787878,457117.9,220453.91666666666,278426.0,392367.95,201860.0,110419.54545454546,330460.77777777775
2021-07-01,334822.0,154037.90476190476,298349.0,120024.5,305216.2727272727,556491.9117647059,479840.0,341151.6,511099.0,294465.0,273017.6551724138,161198.16216216216,693423.0,160176.80952380953,375391.53846153844,125785.55555555556,158409.47222222222,142573.1,148763.55,154883.9411764706,484250.85714285716,267296.0,276441.25,178856.63636363635,227968.85,158044.96,133633.0,385491.5714285714,209044.92105263157,236981.125,185523.58333333334,294439.1666666667,317567.0,211498.6875,381242.3333333333,187224.84615384616,153282.04444444444,116464.47619047618,373373.65,175909.5,392109.0,194285.46666666667,231344.2,185354.5,169874.63636363635,471284.5,222855.58333333334,282627.5,400394.6,204588.0,111174.09090909091,333810.77777777775
2021-08-01,336508.75,156120.19047619047,303739.0,121551.55,313521.63636363635,568398.0,491390.4705882353,345338.6,514688.0,300733.5,279721.5172413793,163730.9189189189,709585.75,161444.47619047618,383989.6153846154,127238.62962962964,160292.05555555556,144092.3,150471.85,156334.70588235295,491978.71428571426,270405.0,282427.25,181487.36363636365,230784.65,159961.12,134600.5,396780.0,213295.81578947368,238618.25,187007.5,301153.0,325418.75,214095.8125,389806.6666666667,189897.96153846153,154928.93333333332,117651.42857142857,380952.95,178170.38235294117,399764.0,202436.85714285713,233849.9,188865.26923076922,172155.42424242425,484471.6,225378.25,286286.0,409134.9,207252.75,111913.18181818182,337401.0
2021-09-01,337725.0,158085.85714285713,308359.0,123136.35,320167.63636363635,577013.7647058824,501734.9411764706,348002.6,517135.0,306810.0,286753.3103448276,166360.80555555556,723862.5,163006.14285714287,390557.0,128385.18518518518,162055.86111111112,145435.7,152127.6,157702.11764705883,498237.4285714286,273889.8333333333,285992.0,183759.69696969696,233334.3,161852.6,135460.77777777778,407364.4285714286,219483.0810810811,240301.0,188340.16666666666,305980.0,332724.75,216258.9375,397835.44444444444,192034.6923076923,156527.2,118863.52380952382,387628.6,180163.9411764706,405080.0,202160.0,235917.9,192416.0,174314.36363636365,495197.2,227591.66666666666,291395.75,416220.2,209429.70833333334,112672.0,340665.44444444444
2021-10-01,338805.5,156121.5,312452.0,124496.95,326640.0,582019.1176470588,511854.5882352941,349791.4,519999.0,312529.5,293568.9655172414,168203.02702702704,740467.75,164348.52380952382,395668.46153846156,129358.55555555556,163738.11111111112,146853.2,153701.65,158963.76470588235,503754.4285714286,276964.3333333333,287922.25,185853.18181818182,235473.85,163545.76,136215.94444444444,415876.14285714284,220526.02564102566,241724.25,189526.41666666666,311358.5,338204.5,218261.9375,404753.22222222225,193676.5,158012.02222222224,117530.45,393088.45,181933.9411764706,409599.0,206314.6,237627.7,195772.11538461538,176295.98484848486,504853.3,229619.16666666666,295359.0,424722.85,211362.625,113535.18181818182,343458.55555555556
2021-11-01,338791.75,161286.61904761905,316333.0,125765.7,332248.8181818182,586759.1176470588,521617.35294117645,351869.6,522901.0,317118.5,300319.4482758621,170205.7027027027,753996.25,165693.04761904763,398418.8461538461,130174.48148148147,165366.08333333334,147724.55,155305.8,160040.41176470587,508887.85714285716,279316.6666666667,289581.5,187628.69696969696,237541.9,165200.64,136962.11111111112,423043.5714285714,223802.46153846153,242983.375,190599.66666666666,315755.3333333333,342025.75,219665.5625,411096.77777777775,195296.5,159367.8,121300.71428571429,398271.8,183499.64705882352,413451.0,210182.6,239022.4,199144.34615384616,178086.83333333334,512897.8,231454.58333333334,298299.25,432138.85,212818.125,114421.72727272728,346013.3333333333
2021-12-01,290661.0,186794.35714285713,320662.0,137955.16666666666,361957.22222222225,592158.2647058824,531286.7647058824,354036.6,526296.0,321142.0,317005.3076923077,218264.17647058822,767887.0,167563.2380952381,419777.8,131413.11111111112,167834.22222222222,149202.7,165015.22222222222,162055.64705882352,515643.4285714286,281865.6666666667,292362.25,189962.84848484848,240313.0,167424.6,124314.8,470203.0,266535.1538461539,245561.125,194931.18181818182,321984.0,346293.5,313838.4,472545.0,214261.55,162598.7619047619,146418.75,412114.63157894736,206791.14285714287,417771.0,240460.91666666666,255545.2,227729.52631578947,213293.6551724138,524059.1,234500.41666666666,309768.0,440276.4,214989.41666666666,149573.66666666666,297311.0
